Item Name,Base Item,Modifier,Slot,Level Req,Rarity,ATK,DEF,HP,Value
Boski Mithrilowe Ostrze,Mithrilowe Ostrze,Boski,weapon,30,Zwykły,304,20,100,30000
Solidny Mithrilowa Kolczuga,Mithrilowa Kolczuga,Solidny,armor,30,Zwykły,0,157,293,45000
Gruby Mithrilowa Kolczuga,Mithrilowa Kolczuga,Gruby,armor,30,Zwykły,0,171,313,45000
Wzmocniony Mithrilowa Kolczuga,Mithrilowa Kolczuga,Wzmocniony,armor,30,Zwykły,0,185,293,45000
Żelaznego Muru Mithrilowa Kolczuga,Mithrilowa Kolczuga,Żelaznego Muru,armor,30,Zwykły,0,210,293,45000
Lekki Mithrilowa Kolczuga,Mithrilowa Kolczuga,Lekki,armor,30,Zwykły,5,128,293,45000
Zręczny Mithrilowa Kolczuga,Mithrilowa Kolczuga,Zręczny,armor,30,Zwykły,10,150,293,45000
Zdrowy Mithrilowa Kolczuga,Mithrilowa Kolczuga,Zdrowy,armor,30,Zwykły,0,143,401,45000
Żywotny Mithrilowa Kolczuga,Mithrilowa Kolczuga,Żywotny,armor,30,Zwykły,0,143,510,45000
Niezniszczalny Mithrilowa Kolczuga,Mithrilowa Kolczuga,Niezniszczalny,armor,30,Zwykły,0,228,343,45000
Ochronny Mithrilowa Kolczuga,Mithrilowa Kolczuga,Ochronny,armor,30,Zwykły,0,164,323,45000
Kolczasty Mithrilowa Kolczuga,Mithrilowa Kolczuga,Kolczasty,armor,30,Zwykły,15,157,293,45000
Odbijający Mithrilowa Kolczuga,Mithrilowa Kolczuga,Odbijający,armor,30,Zwykły,20,178,293,45000
Święty Mithrilowa Kolczuga,Mithrilowa Kolczuga,Święty,armor,30,Zwykły,0,185,443,45000
Mroczny Mithrilowa Kolczuga,Mithrilowa Kolczuga,Mroczny,armor,30,Zwykły,0,200,273,45000
Starożytny Mithrilowa Kolczuga,Mithrilowa Kolczuga,Starożytny,armor,30,Zwykły,0,218,293,45000
Zapomniany Mithrilowa Kolczuga,Mithrilowa Kolczuga,Zapomniany,armor,30,Zwykły,0,186,333,45000
Królewski Mithrilowa Kolczuga,Mithrilowa Kolczuga,Królewski,armor,30,Zwykły,10,185,293,45000
Tytanowy Mithrilowa Kolczuga,Mithrilowa Kolczuga,Tytanowy,armor,30,Zwykły,0,214,493,45000
Demoniczny Mithrilowa Kolczuga,Mithrilowa Kolczuga,Demoniczny,armor,30,Zwykły,30,228,243,45000
Boski Mithrilowa Kolczuga,Mithrilowa Kolczuga,Boski,armor,30,Zwykły,20,257,593,45000
Solidny Mithrilowy Hełm,Mithrilowy Hełm,Solidny,helmet,30,Zwykły,0,111,204,22500
Gruby Mithrilowy Hełm,Mithrilowy Hełm,Gruby,helmet,30,Zwykły,0,121,224,22500
Wzmocniony Mithrilowy Hełm,Mithrilowy Hełm,Wzmocniony,helmet,30,Zwykły,0,131,204,22500
Żelaznego Muru Mithrilowy Hełm,Mithrilowy Hełm,Żelaznego Muru,helmet,30,Zwykły,0,151,204,22500
Lekki Mithrilowy Hełm,Mithrilowy Hełm,Lekki,helmet,30,Zwykły,5,90,204,22500
Zręczny Mithrilowy Hełm,Mithrilowy Hełm,Zręczny,helmet,30,Zwykły,10,106,204,22500
Zdrowy Mithrilowy Hełm,Mithrilowy Hełm,Zdrowy,helmet,30,Zwykły,0,101,294,22500
Żywotny Mithrilowy Hełm,Mithrilowy Hełm,Żywotny,helmet,30,Zwykły,0,101,385,22500
Niezniszczalny Mithrilowy Hełm,Mithrilowy Hełm,Niezniszczalny,helmet,30,Zwykły,0,161,254,22500
Ochronny Mithrilowy Hełm,Mithrilowy Hełm,Ochronny,helmet,30,Zwykły,0,116,234,22500
Kolczasty Mithrilowy Hełm,Mithrilowy Hełm,Kolczasty,helmet,30,Zwykły,15,111,204,22500
Odbijający Mithrilowy Hełm,Mithrilowy Hełm,Odbijający,helmet,30,Zwykły,20,126,204,22500
Święty Mithrilowy Hełm,Mithrilowy Hełm,Święty,helmet,30,Zwykły,0,131,354,22500
Mroczny Mithrilowy Hełm,Mithrilowy Hełm,Mroczny,helmet,30,Zwykły,0,141,184,22500
Starożytny Mithrilowy Hełm,Mithrilowy Hełm,Starożytny,helmet,30,Zwykły,0,161,204,22500
Zapomniany Mithrilowy Hełm,Mithrilowy Hełm,Zapomniany,helmet,30,Zwykły,0,136,244,22500
Królewski Mithrilowy Hełm,Mithrilowy Hełm,Królewski,helmet,30,Zwykły,10,131,204,22500
Tytanowy Mithrilowy Hełm,Mithrilowy Hełm,Tytanowy,helmet,30,Zwykły,0,151,404,22500
Demoniczny Mithrilowy Hełm,Mithrilowy Hełm,Demoniczny,helmet,30,Zwykły,30,161,154,22500
Boski Mithrilowy Hełm,Mithrilowy Hełm,Boski,helmet,30,Zwykły,20,181,504,22500
Błyszczący Rubinowy Wisiorek,Rubinowy Wisiorek,Błyszczący,accessory,30,Zwykły,118,101,224,37500
Cenny Rubinowy Wisiorek,Rubinowy Wisiorek,Cenny,accessory,30,Zwykły,123,106,244,37500
Szczęśliwy Rubinowy Wisiorek,Rubinowy Wisiorek,Szczęśliwy,accessory,30,Zwykły,129,111,204,37500
Wojownika Rubinowy Wisiorek,Rubinowy Wisiorek,Wojownika,accessory,30,Zwykły,168,101,204,37500
Strażnika Rubinowy Wisiorek,Rubinowy Wisiorek,Strażnika,accessory,30,Zwykły,118,146,204,37500
Życia Rubinowy Wisiorek,Rubinowy Wisiorek,Życia,accessory,30,Zwykły,118,101,406,37500
Witalności Rubinowy Wisiorek,Rubinowy Wisiorek,Witalności,accessory,30,Zwykły,118,101,465,37500
Krwi Rubinowy Wisiorek,Rubinowy Wisiorek,Krwi,accessory,30,Zwykły,141,101,254,37500
Magiczny Rubinowy Wisiorek,Rubinowy Wisiorek,Magiczny,accessory,30,Zwykły,135,116,204,37500
Runiczny Rubinowy Wisiorek,Rubinowy Wisiorek,Runiczny,accessory,30,Zwykły,141,121,244,37500
Przeklęty Rubinowy Wisiorek,Rubinowy Wisiorek,Przeklęty,accessory,30,Zwykły,177,151,104,37500
Święty Rubinowy Wisiorek,Rubinowy Wisiorek,Święty,accessory,30,Zwykły,118,141,354,37500
Mroczny Rubinowy Wisiorek,Rubinowy Wisiorek,Mroczny,accessory,30,Zwykły,165,91,204,37500
Starożytny Rubinowy Wisiorek,Rubinowy Wisiorek,Starożytny,accessory,30,Zwykły,147,126,284,37500
Mistyczny Rubinowy Wisiorek,Rubinowy Wisiorek,Mistyczny,accessory,30,Zwykły,153,131,204,37500
Królewski Rubinowy Wisiorek,Rubinowy Wisiorek,Królewski,accessory,30,Zwykły,153,131,265,37500
Nieziemski Rubinowy Wisiorek,Rubinowy Wisiorek,Nieziemski,accessory,30,Zwykły,165,141,324,37500
Tytanowy Rubinowy Wisiorek,Rubinowy Wisiorek,Tytanowy,accessory,30,Zwykły,118,151,454,37500
Demoniczny Rubinowy Wisiorek,Rubinowy Wisiorek,Demoniczny,accessory,30,Zwykły,188,81,154,37500
Boski Rubinowy Wisiorek,Rubinowy Wisiorek,Boski,accessory,30,Zwykły,227,201,606,37500
Ostry Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Ostry,weapon,50,Zwykły,393,0,0,225000
Ciężki Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Ciężki,weapon,50,Zwykły,452,0,0,225000
Zabójczy Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Zabójczy,weapon,50,Zwykły,501,0,0,225000
Krwawy Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Krwawy,weapon,50,Zwykły,411,0,20,225000
Ognisty Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Ognisty,weapon,50,Zwykły,439,0,0,225000
Lodowy Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Lodowy,weapon,50,Zwykły,393,10,0,225000
Trujący Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Trujący,weapon,50,Zwykły,465,0,-10,225000
Potężny Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Potężny,weapon,50,Zwykły,537,0,0,225000
Lekki Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Lekki,weapon,50,Zwykły,322,5,0,225000
Szybki Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Szybki,weapon,50,Zwykły,380,0,0,225000
Wampiryczny Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Wampiryczny,weapon,50,Zwykły,393,0,50,225000
Przeklęty Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Przeklęty,weapon,50,Zwykły,716,0,-50,225000
Święty Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Święty,weapon,50,Zwykły,429,10,30,225000
Mroczny Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Mroczny,weapon,50,Zwykły,465,-10,0,225000
Starożytny Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Starożytny,weapon,50,Zwykły,521,0,0,225000
Mistyczny Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Mistyczny,weapon,50,Zwykły,483,0,40,225000
Magiczny Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Magiczny,weapon,50,Zwykły,426,0,0,225000
Królewski Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Królewski,weapon,50,Zwykły,447,15,0,225000
Demoniczny Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Demoniczny,weapon,50,Zwykły,572,-20,0,225000
Boski Adamantowy Wielki Miecz,Adamantowy Wielki Miecz,Boski,weapon,50,Zwykły,644,20,100,225000
Solidny Adamantowa Zbroja,Adamantowa Zbroja,Solidny,armor,50,Zwykły,0,324,655,300000
Gruby Adamantowa Zbroja,Adamantowa Zbroja,Gruby,armor,50,Zwykły,0,354,675,300000
Wzmocniony Adamantowa Zbroja,Adamantowa Zbroja,Wzmocniony,armor,50,Zwykły,0,383,655,300000
Żelaznego Muru Adamantowa Zbroja,Adamantowa Zbroja,Żelaznego Muru,armor,50,Zwykły,0,423,655,300000
Lekki Adamantowa Zbroja,Adamantowa Zbroja,Lekki,armor,50,Zwykły,5,265,655,300000
Zręczny Adamantowa Zbroja,Adamantowa Zbroja,Zręczny,armor,50,Zwykły,10,309,655,300000
Zdrowy Adamantowa Zbroja,Adamantowa Zbroja,Zdrowy,armor,50,Zwykły,0,295,836,300000
Żywotny Adamantowa Zbroja,Adamantowa Zbroja,Żywotny,armor,50,Zwykły,0,295,1016,300000
Niezniszczalny Adamantowa Zbroja,Adamantowa Zbroja,Niezniszczalny,armor,50,Zwykły,0,472,705,300000
Ochronny Adamantowa Zbroja,Adamantowa Zbroja,Ochronny,armor,50,Zwykły,0,339,685,300000
Kolczasty Adamantowa Zbroja,Adamantowa Zbroja,Kolczasty,armor,50,Zwykły,15,324,655,300000
Odbijający Adamantowa Zbroja,Adamantowa Zbroja,Odbijający,armor,50,Zwykły,20,368,655,300000
Święty Adamantowa Zbroja,Adamantowa Zbroja,Święty,armor,50,Zwykły,0,383,805,300000
Mroczny Adamantowa Zbroja,Adamantowa Zbroja,Mroczny,armor,50,Zwykły,0,413,635,300000
Starożytny Adamantowa Zbroja,Adamantowa Zbroja,Starożytny,armor,50,Zwykły,0,423,655,300000
Zapomniany Adamantowa Zbroja,Adamantowa Zbroja,Zapomniany,armor,50,Zwykły,0,369,695,300000
Królewski Adamantowa Zbroja,Adamantowa Zbroja,Królewski,armor,50,Zwykły,10,383,655,300000
Tytanowy Adamantowa Zbroja,Adamantowa Zbroja,Tytanowy,armor,50,Zwykły,0,442,855,300000
Demoniczny Adamantowa Zbroja,Adamantowa Zbroja,Demoniczny,armor,50,Zwykły,30,472,605,300000
Boski Adamantowa Zbroja,Adamantowa Zbroja,Boski,armor,50,Zwykły,20,531,955,300000
Solidny Adamantowa Korona Wojny,Adamantowa Korona Wojny,Solidny,helmet,50,Zwykły,0,218,439,150000
Gruby Adamantowa Korona Wojny,Adamantowa Korona Wojny,Gruby,helmet,50,Zwykły,0,238,459,150000
Wzmocniony Adamantowa Korona Wojny,Adamantowa Korona Wojny,Wzmocniony,helmet,50,Zwykły,0,258,439,150000
Żelaznego Muru Adamantowa Korona Wojny,Adamantowa Korona Wojny,Żelaznego Muru,helmet,50,Zwykły,0,288,439,150000
Lekki Adamantowa Korona Wojny,Adamantowa Korona Wojny,Lekki,helmet,50,Zwykły,5,179,439,150000
Zręczny Adamantowa Korona Wojny,Adamantowa Korona Wojny,Zręczny,helmet,50,Zwykły,10,208,439,150000
Zdrowy Adamantowa Korona Wojny,Adamantowa Korona Wojny,Zdrowy,helmet,50,Zwykły,0,199,576,150000
Żywotny Adamantowa Korona Wojny,Adamantowa Korona Wojny,Żywotny,helmet,50,Zwykły,0,199,714,150000
Niezniszczalny Adamantowa Korona Wojny,Adamantowa Korona Wojny,Niezniszczalny,helmet,50,Zwykły,0,318,489,150000
Ochronny Adamantowa Korona Wojny,Adamantowa Korona Wojny,Ochronny,helmet,50,Zwykły,0,228,469,150000
Kolczasty Adamantowa Korona Wojny,Adamantowa Korona Wojny,Kolczasty,helmet,50,Zwykły,15,218,439,150000
Odbijający Adamantowa Korona Wojny,Adamantowa Korona Wojny,Odbijający,helmet,50,Zwykły,20,248,439,150000
Święty Adamantowa Korona Wojny,Adamantowa Korona Wojny,Święty,helmet,50,Zwykły,0,258,589,150000
Mroczny Adamantowa Korona Wojny,Adamantowa Korona Wojny,Mroczny,helmet,50,Zwykły,0,278,419,150000
Starożytny Adamantowa Korona Wojny,Adamantowa Korona Wojny,Starożytny,helmet,50,Zwykły,0,293,439,150000
Zapomniany Adamantowa Korona Wojny,Adamantowa Korona Wojny,Zapomniany,helmet,50,Zwykły,0,253,479,150000
Królewski Adamantowa Korona Wojny,Adamantowa Korona Wojny,Królewski,helmet,50,Zwykły,10,258,439,150000
Tytanowy Adamantowa Korona Wojny,Adamantowa Korona Wojny,Tytanowy,helmet,50,Zwykły,0,298,639,150000
Demoniczny Adamantowa Korona Wojny,Adamantowa Korona Wojny,Demoniczny,helmet,50,Zwykły,30,318,389,150000
Boski Adamantowa Korona Wojny,Adamantowa Korona Wojny,Boski,helmet,50,Zwykły,20,358,739,150000
Błyszczący Oko Smoka,Oko Smoka,Błyszczący,accessory,50,Zwykły,241,199,482,270000
Cenny Oko Smoka,Oko Smoka,Cenny,accessory,50,Zwykły,246,204,526,270000
Szczęśliwy Oko Smoka,Oko Smoka,Szczęśliwy,accessory,50,Zwykły,265,218,439,270000
Wojownika Oko Smoka,Oko Smoka,Wojownika,accessory,50,Zwykły,328,199,439,270000
Strażnika Oko Smoka,Oko Smoka,Strażnika,accessory,50,Zwykły,241,273,439,270000
Życia Oko Smoka,Oko Smoka,Życia,accessory,50,Zwykły,241,199,758,270000
Witalności Oko Smoka,Oko Smoka,Witalności,accessory,50,Zwykły,241,199,770,270000
Krwi Oko Smoka,Oko Smoka,Krwi,accessory,50,Zwykły,289,199,489,270000
Magiczny Oko Smoka,Oko Smoka,Magiczny,accessory,50,Zwykły,277,228,439,270000
Runiczny Oko Smoka,Oko Smoka,Runiczny,accessory,50,Zwykły,289,238,479,270000
Przeklęty Oko Smoka,Oko Smoka,Przeklęty,accessory,50,Zwykły,361,298,339,270000
Święty Oko Smoka,Oko Smoka,Święty,accessory,50,Zwykły,241,278,589,270000
Mroczny Oko Smoka,Oko Smoka,Mroczny,accessory,50,Zwykły,337,189,439,270000
Starożytny Oko Smoka,Oko Smoka,Starożytny,accessory,50,Zwykły,301,248,519,270000
Mistyczny Oko Smoka,Oko Smoka,Mistyczny,accessory,50,Zwykły,313,258,439,270000
Królewski Oko Smoka,Oko Smoka,Królewski,accessory,50,Zwykły,313,258,570,270000
Nieziemski Oko Smoka,Oko Smoka,Nieziemski,accessory,50,Zwykły,337,278,559,270000
Tytanowy Oko Smoka,Oko Smoka,Tytanowy,accessory,50,Zwykły,241,298,689,270000
Demoniczny Oko Smoka,Oko Smoka,Demoniczny,accessory,50,Zwykły,385,179,389,270000
Boski Oko Smoka,Oko Smoka,Boski,accessory,50,Zwykły,411,348,958,270000
Ostry Pogromca Cieni,Pogromca Cieni,Ostry,weapon,75,Zwykły,719,0,0,1500000
Ciężki Pogromca Cieni,Pogromca Cieni,Ciężki,weapon,75,Zwykły,822,0,0,1500000
Zabójczy Pogromca Cieni,Pogromca Cieni,Zabójczy,weapon,75,Zwykły,915,0,0,1500000
Krwawy Pogromca Cieni,Pogromca Cieni,Krwawy,weapon,75,Zwykły,752,0,20,1500000
Ognisty Pogromca Cieni,Pogromca Cieni,Ognisty,weapon,75,Zwykły,794,0,0,1500000
Lodowy Pogromca Cieni,Pogromca Cieni,Lodowy,weapon,75,Zwykły,719,10,0,1500000
Trujący Pogromca Cieni,Pogromca Cieni,Trujący,weapon,75,Zwykły,850,0,-10,1500000
Potężny Pogromca Cieni,Pogromca Cieni,Potężny,weapon,75,Zwykły,981,0,0,1500000
Lekki Pogromca Cieni,Pogromca Cieni,Lekki,weapon,75,Zwykły,588,5,0,1500000
Szybki Pogromca Cieni,Pogromca Cieni,Szybki,weapon,75,Zwykły,691,0,0,1500000
Wampiryczny Pogromca Cieni,Pogromca Cieni,Wampiryczny,weapon,75,Zwykły,719,0,50,1500000
Przeklęty Pogromca Cieni,Pogromca Cieni,Przeklęty,weapon,75,Zwykły,1308,0,-50,1500000
Święty Pogromca Cieni,Pogromca Cieni,Święty,weapon,75,Zwykły,784,10,30,1500000
Mroczny Pogromca Cieni,Pogromca Cieni,Mroczny,weapon,75,Zwykły,850,-10,0,1500000
Starożytny Pogromca Cieni,Pogromca Cieni,Starożytny,weapon,75,Zwykły,935,0,0,1500000
Mistyczny Pogromca Cieni,Pogromca Cieni,Mistyczny,weapon,75,Zwykły,882,0,40,1500000
Magiczny Pogromca Cieni,Pogromca Cieni,Magiczny,weapon,75,Zwykły,767,0,0,1500000
Królewski Pogromca Cieni,Pogromca Cieni,Królewski,weapon,75,Zwykły,817,15,0,1500000
Demoniczny Pogromca Cieni,Pogromca Cieni,Demoniczny,weapon,75,Zwykły,1046,-20,0,1500000
Boski Pogromca Cieni,Pogromca Cieni,Boski,weapon,75,Zwykły,1177,20,100,1500000
Solidny Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Solidny,armor,75,Zwykły,0,580,1261,2250000
Gruby Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Gruby,armor,75,Zwykły,0,633,1281,2250000
Wzmocniony Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Wzmocniony,armor,75,Zwykły,0,686,1261,2250000
Żelaznego Muru Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Żelaznego Muru,armor,75,Zwykły,0,749,1261,2250000
Lekki Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Lekki,armor,75,Zwykły,5,475,1261,2250000
Zręczny Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Zręczny,armor,75,Zwykły,10,554,1261,2250000
Zdrowy Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Zdrowy,armor,75,Zwykły,0,528,1563,2250000
Żywotny Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Żywotny,armor,75,Zwykły,0,528,1865,2250000
Niezniszczalny Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Niezniszczalny,armor,75,Zwykły,0,844,1311,2250000
Ochronny Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Ochronny,armor,75,Zwykły,0,607,1291,2250000
Kolczasty Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Kolczasty,armor,75,Zwykły,15,580,1261,2250000
Odbijający Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Odbijający,armor,75,Zwykły,20,660,1261,2250000
Święty Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Święty,armor,75,Zwykły,0,686,1411,2250000
Mroczny Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Mroczny,armor,75,Zwykły,0,739,1241,2250000
Starożytny Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Starożytny,armor,75,Zwykły,0,737,1261,2250000
Zapomniany Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Zapomniany,armor,75,Zwykły,0,648,1301,2250000
Królewski Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Królewski,armor,75,Zwykły,10,686,1261,2250000
Tytanowy Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Tytanowy,armor,75,Zwykły,0,792,1461,2250000
Demoniczny Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Demoniczny,armor,75,Zwykły,30,844,1211,2250000
Boski Pancerz ze Smoczej Łuski,Pancerz ze Smoczej Łuski,Boski,armor,75,Zwykły,20,950,1561,2250000
Solidny Korona Demonów,Korona Demonów,Solidny,helmet,75,Zwykły,0,376,816,1200000
Gruby Korona Demonów,Korona Demonów,Gruby,helmet,75,Zwykły,0,410,836,1200000
Wzmocniony Korona Demonów,Korona Demonów,Wzmocniony,helmet,75,Zwykły,0,444,816,1200000
Żelaznego Muru Korona Demonów,Korona Demonów,Żelaznego Muru,helmet,75,Zwykły,0,488,816,1200000
Lekki Korona Demonów,Korona Demonów,Lekki,helmet,75,Zwykły,5,307,816,1200000
Zręczny Korona Demonów,Korona Demonów,Zręczny,helmet,75,Zwykły,10,359,816,1200000
Zdrowy Korona Demonów,Korona Demonów,Zdrowy,helmet,75,Zwykły,0,342,1029,1200000
Żywotny Korona Demonów,Korona Demonów,Żywotny,helmet,75,Zwykły,0,342,1242,1200000
Niezniszczalny Korona Demonów,Korona Demonów,Niezniszczalny,helmet,75,Zwykły,0,547,866,1200000
Ochronny Korona Demonów,Korona Demonów,Ochronny,helmet,75,Zwykły,0,393,846,1200000
Kolczasty Korona Demonów,Korona Demonów,Kolczasty,helmet,75,Zwykły,15,376,816,1200000
Odbijający Korona Demonów,Korona Demonów,Odbijający,helmet,75,Zwykły,20,427,816,1200000
Święty Korona Demonów,Korona Demonów,Święty,helmet,75,Zwykły,0,444,966,1200000
Mroczny Korona Demonów,Korona Demonów,Mroczny,helmet,75,Zwykły,0,478,796,1200000
Starożytny Korona Demonów,Korona Demonów,Starożytny,helmet,75,Zwykły,0,486,816,1200000
Zapomniany Korona Demonów,Korona Demonów,Zapomniany,helmet,75,Zwykły,0,425,856,1200000
Królewski Korona Demonów,Korona Demonów,Królewski,helmet,75,Zwykły,10,444,816,1200000
Tytanowy Korona Demonów,Korona Demonów,Tytanowy,helmet,75,Zwykły,0,513,1016,1200000
Demoniczny Korona Demonów,Korona Demonów,Demoniczny,helmet,75,Zwykły,30,547,766,1200000
Boski Korona Demonów,Korona Demonów,Boski,helmet,75,Zwykły,20,615,1116,1200000
Błyszczący Talisman Boskiej Mocy,Talisman Boskiej Mocy,Błyszczący,accessory,75,Zwykły,423,342,897,1800000
Cenny Talisman Boskiej Mocy,Talisman Boskiej Mocy,Cenny,accessory,75,Zwykły,428,347,979,1800000
Szczęśliwy Talisman Boskiej Mocy,Talisman Boskiej Mocy,Szczęśliwy,accessory,75,Zwykły,465,376,816,1800000
Wojownika Talisman Boskiej Mocy,Talisman Boskiej Mocy,Wojownika,accessory,75,Zwykły,564,342,816,1800000
Strażnika Talisman Boskiej Mocy,Talisman Boskiej Mocy,Strażnika,accessory,75,Zwykły,423,459,816,1800000
Życia Talisman Boskiej Mocy,Talisman Boskiej Mocy,Życia,accessory,75,Zwykły,423,342,1324,1800000
Witalności Talisman Boskiej Mocy,Talisman Boskiej Mocy,Witalności,accessory,75,Zwykły,423,342,1260,1800000
Krwi Talisman Boskiej Mocy,Talisman Boskiej Mocy,Krwi,accessory,75,Zwykły,507,342,866,1800000
Magiczny Talisman Boskiej Mocy,Talisman Boskiej Mocy,Magiczny,accessory,75,Zwykły,486,393,816,1800000
Runiczny Talisman Boskiej Mocy,Talisman Boskiej Mocy,Runiczny,accessory,75,Zwykły,507,410,856,1800000
Przeklęty Talisman Boskiej Mocy,Talisman Boskiej Mocy,Przeklęty,accessory,75,Zwykły,634,513,716,1800000
Święty Talisman Boskiej Mocy,Talisman Boskiej Mocy,Święty,accessory,75,Zwykły,423,478,966,1800000
Mroczny Talisman Boskiej Mocy,Talisman Boskiej Mocy,Mroczny,accessory,75,Zwykły,592,332,816,1800000
Starożytny Talisman Boskiej Mocy,Talisman Boskiej Mocy,Starożytny,accessory,75,Zwykły,528,427,896,1800000
Mistyczny Talisman Boskiej Mocy,Talisman Boskiej Mocy,Mistyczny,accessory,75,Zwykły,549,444,816,1800000
Królewski Talisman Boskiej Mocy,Talisman Boskiej Mocy,Królewski,accessory,75,Zwykły,549,444,1060,1800000
Nieziemski Talisman Boskiej Mocy,Talisman Boskiej Mocy,Nieziemski,accessory,75,Zwykły,592,478,936,1800000
Tytanowy Talisman Boskiej Mocy,Talisman Boskiej Mocy,Tytanowy,accessory,75,Zwykły,423,513,1066,1800000
Demoniczny Talisman Boskiej Mocy,Talisman Boskiej Mocy,Demoniczny,accessory,75,Zwykły,676,322,766,1800000
Boski Talisman Boskiej Mocy,Talisman Boskiej Mocy,Boski,accessory,75,Zwykły,684,563,1524,1800000
Ostry Święty Kij Maślaka,Święty Kij Maślaka,Ostry,weapon,5,Legendarny,44,0,0,2250
Ciężki Święty Kij Maślaka,Święty Kij Maślaka,Ciężki,weapon,5,Legendarny,55,0,0,2250
Zabójczy Święty Kij Maślaka,Święty Kij Maślaka,Zabójczy,weapon,5,Legendarny,56,0,0,2250
Krwawy Święty Kij Maślaka,Święty Kij Maślaka,Krwawy,weapon,5,Legendarny,46,0,20,2250
Ognisty Święty Kij Maślaka,Święty Kij Maślaka,Ognisty,weapon,5,Legendarny,58,0,0,2250
Lodowy Święty Kij Maślaka,Święty Kij Maślaka,Lodowy,weapon,5,Legendarny,44,10,0,2250
Trujący Święty Kij Maślaka,Święty Kij Maślaka,Trujący,weapon,5,Legendarny,52,0,-10,2250
Potężny Święty Kij Maślaka,Święty Kij Maślaka,Potężny,weapon,5,Legendarny,60,0,0,2250
Lekki Święty Kij Maślaka,Święty Kij Maślaka,Lekki,weapon,5,Legendarny,36,5,0,2250
Szybki Święty Kij Maślaka,Święty Kij Maślaka,Szybki,weapon,5,Legendarny,47,0,0,2250
Wampiryczny Święty Kij Maślaka,Święty Kij Maślaka,Wampiryczny,weapon,5,Legendarny,44,0,50,2250
Przeklęty Święty Kij Maślaka,Święty Kij Maślaka,Przeklęty,weapon,5,Legendarny,80,0,-50,2250
Święty Święty Kij Maślaka,Święty Kij Maślaka,Święty,weapon,5,Legendarny,48,10,30,2250
Mroczny Święty Kij Maślaka,Święty Kij Maślaka,Mroczny,weapon,5,Legendarny,52,-10,0,2250
Starożytny Święty Kij Maślaka,Święty Kij Maślaka,Starożytny,weapon,5,Legendarny,76,0,0,2250
Mistyczny Święty Kij Maślaka,Święty Kij Maślaka,Mistyczny,weapon,5,Legendarny,54,0,40,2250
Magiczny Święty Kij Maślaka,Święty Kij Maślaka,Magiczny,weapon,5,Legendarny,61,0,0,2250
Królewski Święty Kij Maślaka,Święty Kij Maślaka,Królewski,weapon,5,Legendarny,50,15,0,2250
Demoniczny Święty Kij Maślaka,Święty Kij Maślaka,Demoniczny,weapon,5,Legendarny,64,-20,0,2250
Boski Święty Kij Maślaka,Święty Kij Maślaka,Boski,weapon,5,Legendarny,72,20,100,2250
Solidny Potowa Opaska Pianka,Potowa Opaska Pianka,Solidny,helmet,8,Legendarny,0,52,87,3000
Gruby Potowa Opaska Pianka,Potowa Opaska Pianka,Gruby,helmet,8,Legendarny,0,57,107,3000
