Item ID,Name,Rarity,Upgrade Level,ATK,DEF,HP,Total Cumulative Cost (Gold),Gold per Stat Point
acc_fire_ruby,Oko Wulkanu,Legendarny,7,520,433,937,5139711,4910.4
acc_fire_ruby,Oko Wulkanu,Legendarny,8,520,433,937,9817788,9379.75
acc_fire_ruby,Oko Wulkanu,Legendarny,9,520,433,937,18706135,17871.53
arm_crystal,Kryształowy Pancerz,Legendarny,0,0,959,2197,0,0
arm_crystal,Kryształowy Pancerz,Legendarny,1,0,959,2197,58935,50.0
arm_crystal,Kryształowy Pancerz,Legendarny,2,0,959,2197,170911,145.0
arm_crystal,Kryształowy Pancerz,Legendarny,3,0,959,2197,383666,325.5
arm_crystal,Kryształowy Pancerz,Legendarny,4,0,959,2197,787901,668.45
arm_crystal,Kryształowy Pancerz,Legendarny,5,0,959,2197,1555947,1320.05
arm_crystal,Kryształowy Pancerz,Legendarny,6,0,959,2197,3015235,2558.1
arm_crystal,Kryształowy Pancerz,Legendarny,7,0,959,2197,5787883,4910.4
arm_crystal,Kryształowy Pancerz,Legendarny,8,0,959,2197,11055916,9379.75
arm_crystal,Kryształowy Pancerz,Legendarny,9,0,959,2197,21065178,17871.53
helm_crystal,Diadem Jaskini,Legendarny,0,0,636,1450,0,0
helm_crystal,Diadem Jaskini,Legendarny,1,0,636,1450,39050,50.0
helm_crystal,Diadem Jaskini,Legendarny,2,0,636,1450,113245,145.0
helm_crystal,Diadem Jaskini,Legendarny,3,0,636,1450,254215,325.5
helm_crystal,Diadem Jaskini,Legendarny,4,0,636,1450,522058,668.45
helm_crystal,Diadem Jaskini,Legendarny,5,0,636,1450,1030961,1320.05
helm_crystal,Diadem Jaskini,Legendarny,6,0,636,1450,1997877,2558.1
helm_crystal,Diadem Jaskini,Legendarny,7,0,636,1450,3835018,4910.39
helm_crystal,Diadem Jaskini,Legendarny,8,0,636,1450,7325587,9379.75
helm_crystal,Diadem Jaskini,Legendarny,9,0,636,1450,13957668,17871.53
wep_frost_mourne,Mroźne Ostrze,Legendarny,0,1636,0,0,0,0
wep_frost_mourne,Mroźne Ostrze,Legendarny,1,1636,0,0,81800,50.0
wep_frost_mourne,Mroźne Ostrze,Legendarny,2,1636,0,0,237220,145.0
wep_frost_mourne,Mroźne Ostrze,Legendarny,3,1636,0,0,532518,325.5
wep_frost_mourne,Mroźne Ostrze,Legendarny,4,1636,0,0,1093584,668.45
wep_frost_mourne,Mroźne Ostrze,Legendarny,5,1636,0,0,2159609,1320.05
wep_frost_mourne,Mroźne Ostrze,Legendarny,6,1636,0,0,4185057,2558.1
wep_frost_mourne,Mroźne Ostrze,Legendarny,7,1636,0,0,8033410,4910.4
wep_frost_mourne,Mroźne Ostrze,Legendarny,8,1636,0,0,15345280,9379.76
wep_frost_mourne,Mroźne Ostrze,Legendarny,9,1636,0,0,29237834,17871.54
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,0,1059,857,2040,0,0
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,1,1059,857,2040,106000,50.0
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,2,1059,857,2040,307400,145.0
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,3,1059,857,2040,690060,325.5
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,4,1059,857,2040,1417113,668.45
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,5,1059,857,2040,2798515,1320.05
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,6,1059,857,2040,5423179,2558.1
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,7,1059,857,2040,10410042,4910.4
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,8,1059,857,2040,19885082,9379.76
acc_frost_amulet,Amulet Wiecznej Zimy,Legendarny,9,1059,857,2040,37887658,17871.54
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,0,0,2747,6787,0,0
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,1,0,2747,6787,171285,50.0
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,2,0,2747,6787,496726,145.0
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,3,0,2747,6787,1115064,325.5
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,4,0,2747,6787,2289907,668.45
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,5,0,2747,6787,4522110,1320.05
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,6,0,2747,6787,8763296,2558.1
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,7,0,2747,6787,16821549,4910.4
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,8,0,2747,6787,32132231,9379.76
arm_fallen_god,Pancerz Upadłego Boga,Mityczny,9,0,2747,6787,61222526,17871.54
helm_fallen_god,Aureola Zniszczenia,Mityczny,0,0,1750,4316,0,0
helm_fallen_god,Aureola Zniszczenia,Mityczny,1,0,1750,4316,109080,50.0
helm_fallen_god,Aureola Zniszczenia,Mityczny,2,0,1750,4316,316332,145.0
helm_fallen_god,Aureola Zniszczenia,Mityczny,3,0,1750,4316,710110,325.5
helm_fallen_god,Aureola Zniszczenia,Mityczny,4,0,1750,4316,1458289,668.45
helm_fallen_god,Aureola Zniszczenia,Mityczny,5,0,1750,4316,2879830,1320.05
helm_fallen_god,Aureola Zniszczenia,Mityczny,6,0,1750,4316,5580758,2558.1
helm_fallen_god,Aureola Zniszczenia,Mityczny,7,0,1750,4316,10712522,4910.4
helm_fallen_god,Aureola Zniszczenia,Mityczny,8,0,1750,4316,20462874,9379.76
helm_fallen_god,Aureola Zniszczenia,Mityczny,9,0,1750,4316,38988544,17871.54
wep_void_blade,Ostrze Nieskończoności,Mityczny,0,4020,0,0,0,0
wep_void_blade,Ostrze Nieskończoności,Mityczny,1,4020,0,0,201000,50.0
wep_void_blade,Ostrze Nieskończoności,Mityczny,2,4020,0,0,582900,145.0
wep_void_blade,Ostrze Nieskończoności,Mityczny,3,4020,0,0,1308510,325.5
wep_void_blade,Ostrze Nieskończoności,Mityczny,4,4020,0,0,2687168,668.45
wep_void_blade,Ostrze Nieskończoności,Mityczny,5,4020,0,0,5306620,1320.05
wep_void_blade,Ostrze Nieskończoności,Mityczny,6,4020,0,0,10283578,2558.1
wep_void_blade,Ostrze Nieskończoności,Mityczny,7,4020,0,0,19739800,4910.4
wep_void_blade,Ostrze Nieskończoności,Mityczny,8,4020,0,0,37706621,9379.76
wep_void_blade,Ostrze Nieskończoności,Mityczny,9,4020,0,0,71843582,17871.54
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,0,2531,2016,5075,0,0
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,1,2531,2016,5075,252725,50.0
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,2,2531,2016,5075,732902,145.0
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,3,2531,2016,5075,1645239,325.5
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,4,2531,2016,5075,3378679,668.45
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,5,2531,2016,5075,6672216,1320.05
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,6,2531,2016,5075,12929937,2558.1
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,7,2531,2016,5075,24819607,4910.4
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,8,2531,2016,5075,47409980,9379.76
acc_void_core,Rdzeń Czasoprzestrzeni,Mityczny,9,2531,2016,5075,90331689,17871.54
